,has 1 child,has 2 children,has more than 2 children,is_married,AGE AT INTERVIEW DATE,age_squared,gave_birth_to_child
41,1,0,0,1,34.0,1156.0,0.0
42,1,0,0,1,35.0,1225.0,0.0
43,0,1,0,1,37.0,1369.0,1.0
44,0,1,0,1,39.0,1521.0,0.0
45,0,1,0,1,41.0,1681.0,0.0
46,0,1,0,1,43.0,1849.0,0.0
47,0,1,0,1,45.0,2025.0,0.0
48,0,1,0,1,47.0,2209.0,0.0
49,0,1,0,1,49.0,2401.0,0.0
50,0,1,0,1,51.0,2601.0,0.0
51,0,1,0,1,53.0,2809.0,0.0
57,1,0,0,1,20.0,400.0,0.0
58,1,0,0,1,21.0,441.0,0.0
59,0,1,0,1,22.0,484.0,1.0
60,0,1,0,1,23.0,529.0,0.0
61,0,1,0,1,24.0,576.0,0.0
62,0,0,1,1,25.0,625.0,1.0
63,0,0,1,1,26.0,676.0,0.0
64,0,0,1,1,27.0,729.0,0.0
65,0,0,1,1,29.0,841.0,0.0
66,0,0,1,1,30.0,900.0,0.0
67,0,0,1,1,30.0,900.0,0.0
68,0,0,1,1,31.0,961.0,0.0
69,0,0,1,1,33.0,1089.0,0.0
70,0,0,1,1,34.0,1156.0,0.0
71,0,0,1,1,36.0,1296.0,0.0
72,0,0,1,1,38.0,1444.0,0.0
73,0,0,1,1,40.0,1600.0,0.0
75,0,0,1,1,44.0,1936.0,0.0
76,0,0,1,1,47.0,2209.0,0.0
78,0,0,1,1,51.0,2601.0,0.0
83,1,0,0,1,18.0,324.0,0.0
84,1,0,0,1,19.0,361.0,0.0
85,1,0,0,1,20.0,400.0,0.0
86,1,0,0,1,21.0,441.0,0.0
87,1,0,0,1,22.0,484.0,0.0
88,1,0,0,0,23.0,529.0,0.0
89,1,0,0,1,25.0,625.0,0.0
90,1,0,0,0,26.0,676.0,0.0
91,1,0,0,0,27.0,729.0,0.0
92,1,0,0,0,28.0,784.0,0.0
94,1,0,0,0,30.0,900.0,0.0
95,1,0,0,0,31.0,961.0,0.0
97,1,0,0,1,33.0,1089.0,0.0
98,0,1,0,1,35.0,1225.0,1.0
108,1,0,0,1,20.0,400.0,0.0
109,0,1,0,1,21.0,441.0,1.0
110,0,1,0,1,22.0,484.0,0.0
111,0,1,0,1,23.0,529.0,0.0
112,0,0,1,1,24.0,576.0,1.0
113,0,0,1,1,25.0,625.0,0.0
114,0,0,1,1,26.0,676.0,0.0
115,0,0,1,1,27.0,729.0,0.0
116,0,0,1,1,28.0,784.0,0.0
117,0,0,1,1,30.0,900.0,0.0
118,0,0,1,1,31.0,961.0,0.0
119,0,0,1,1,32.0,1024.0,0.0
120,0,1,0,0,32.0,1024.0,0.0
121,0,0,1,0,33.0,1089.0,1.0
122,0,0,1,0,34.0,1156.0,0.0
123,0,1,0,0,36.0,1296.0,0.0
124,0,1,0,0,37.0,1369.0,0.0
125,0,1,0,0,39.0,1521.0,0.0
126,0,0,1,0,42.0,1764.0,1.0
127,0,0,1,0,43.0,1849.0,0.0
128,0,0,1,0,45.0,2025.0,0.0
129,0,0,1,0,47.0,2209.0,0.0
130,0,0,1,1,49.0,2401.0,0.0
131,0,0,1,1,51.0,2601.0,0.0
132,0,0,1,1,54.0,2916.0,0.0
139,1,0,0,1,22.0,484.0,0.0
140,1,0,0,1,23.0,529.0,0.0
141,1,0,0,1,24.0,576.0,0.0
144,0,1,0,1,27.0,729.0,1.0
146,0,1,0,1,29.0,841.0,0.0
147,0,1,0,1,31.0,961.0,0.0
148,0,1,0,1,31.0,961.0,0.0
149,0,1,0,1,32.0,1024.0,0.0
150,0,1,0,1,33.0,1089.0,0.0
176,0,1,0,1,34.0,1156.0,0.0
177,0,1,0,1,35.0,1225.0,0.0
227,1,0,0,1,31.0,961.0,0.0
228,1,0,0,1,32.0,1024.0,0.0
229,1,0,0,1,33.0,1089.0,0.0
230,1,0,0,1,34.0,1156.0,0.0
231,0,1,0,1,35.0,1225.0,1.0
232,0,1,0,1,37.0,1369.0,0.0
233,0,0,1,1,39.0,1521.0,1.0
234,0,0,1,1,41.0,1681.0,0.0
235,0,0,1,1,43.0,1849.0,0.0
236,0,0,1,1,45.0,2025.0,0.0
237,0,0,1,1,47.0,2209.0,0.0
238,0,0,1,1,49.0,2401.0,0.0
239,0,0,1,0,51.0,2601.0,0.0
240,0,0,1,0,54.0,2916.0,0.0
252,1,0,0,1,30.0,900.0,0.0
253,1,0,0,1,31.0,961.0,0.0
254,1,0,0,1,32.0,1024.0,0.0
255,1,0,0,1,33.0,1089.0,0.0
256,1,0,0,1,34.0,1156.0,0.0
257,1,0,0,1,35.0,1225.0,0.0
258,1,0,0,1,36.0,1296.0,0.0
260,1,0,0,1,40.0,1600.0,0.0
264,1,0,0,1,48.0,2304.0,0.0
266,1,0,0,1,51.0,2601.0,0.0
281,1,0,0,1,30.0,900.0,0.0
282,1,0,0,1,31.0,961.0,0.0
283,1,0,0,1,32.0,1024.0,0.0
284,1,0,0,1,33.0,1089.0,0.0
285,1,0,0,1,34.0,1156.0,0.0
286,1,0,0,1,36.0,1296.0,0.0
287,1,0,0,1,38.0,1444.0,0.0
288,1,0,0,1,40.0,1600.0,0.0
289,1,0,0,1,42.0,1764.0,0.0
290,1,0,0,1,45.0,2025.0,0.0
291,1,0,0,1,46.0,2116.0,0.0
292,1,0,0,1,48.0,2304.0,0.0
294,1,0,0,1,53.0,2809.0,0.0
363,1,0,0,1,31.0,961.0,0.0
364,1,0,0,1,32.0,1024.0,0.0
365,1,0,0,1,33.0,1089.0,0.0
366,0,1,0,1,34.0,1156.0,1.0
367,0,1,0,1,36.0,1296.0,0.0
368,0,1,0,1,38.0,1444.0,0.0
369,0,1,0,1,40.0,1600.0,0.0
370,0,1,0,1,42.0,1764.0,0.0
371,0,1,0,1,45.0,2025.0,0.0
372,0,1,0,1,46.0,2116.0,0.0
373,0,1,0,1,48.0,2304.0,0.0
374,0,1,0,1,50.0,2500.0,0.0
375,0,1,0,1,52.0,2704.0,0.0
387,1,0,0,1,28.0,784.0,0.0
388,1,0,0,1,29.0,841.0,0.0
389,1,0,0,1,30.0,900.0,0.0
390,1,0,0,1,31.0,961.0,0.0
391,0,1,0,1,32.0,1024.0,1.0
392,0,1,0,1,33.0,1089.0,0.0
393,0,1,0,1,34.0,1156.0,0.0
394,0,1,0,1,36.0,1296.0,0.0
395,0,1,0,1,38.0,1444.0,0.0
396,0,1,0,1,40.0,1600.0,0.0
397,0,1,0,1,42.0,1764.0,0.0
398,0,1,0,1,44.0,1936.0,0.0
399,0,1,0,1,45.0,2025.0,0.0
400,0,1,0,1,47.0,2209.0,0.0
401,0,1,0,1,49.0,2401.0,0.0
402,0,1,0,1,52.0,2704.0,0.0
464,1,0,0,1,25.0,625.0,0.0
465,1,0,0,1,26.0,676.0,0.0
466,1,0,0,1,27.0,729.0,0.0
467,0,1,0,1,28.0,784.0,1.0
468,0,1,0,1,30.0,900.0,0.0
469,0,1,0,1,30.0,900.0,0.0
470,0,1,0,1,31.0,961.0,0.0
471,0,1,0,1,32.0,1024.0,0.0
472,0,0,1,1,33.0,1089.0,1.0
473,0,0,1,1,34.0,1156.0,0.0
474,0,0,1,1,35.0,1225.0,0.0
475,0,0,1,1,37.0,1369.0,0.0
476,0,0,1,1,39.0,1521.0,0.0
477,0,0,1,1,41.0,1681.0,0.0
478,0,0,1,1,43.0,1849.0,0.0
479,0,0,1,1,46.0,2116.0,0.0
480,0,0,1,1,47.0,2209.0,0.0
481,0,0,1,1,49.0,2401.0,0.0
482,0,0,1,1,51.0,2601.0,0.0
483,0,0,1,1,53.0,2809.0,0.0
524,1,0,0,1,27.0,729.0,0.0
525,1,0,0,1,27.0,729.0,0.0
526,1,0,0,1,28.0,784.0,0.0
527,0,1,0,1,29.0,841.0,1.0
528,0,1,0,1,30.0,900.0,0.0
529,0,1,0,1,33.0,1089.0,0.0
530,0,1,0,1,34.0,1156.0,0.0
544,1,0,0,1,24.0,576.0,0.0
545,1,0,0,1,25.0,625.0,0.0
546,1,0,0,1,26.0,676.0,0.0
547,1,0,0,1,27.0,729.0,0.0
548,1,0,0,1,28.0,784.0,0.0
549,1,0,0,1,29.0,841.0,0.0
550,1,0,0,1,30.0,900.0,0.0
551,0,1,0,1,31.0,961.0,1.0
552,0,1,0,1,32.0,1024.0,0.0
553,0,1,0,1,33.0,1089.0,0.0
554,1,0,0,1,34.0,1156.0,0.0
555,1,0,0,1,35.0,1225.0,0.0
556,1,0,0,1,37.0,1369.0,0.0
557,1,0,0,1,39.0,1521.0,0.0
558,1,0,0,1,41.0,1681.0,0.0
559,1,0,0,1,43.0,1849.0,0.0
560,1,0,0,1,46.0,2116.0,0.0
561,1,0,0,1,47.0,2209.0,0.0
562,1,0,0,1,49.0,2401.0,0.0
563,1,0,0,1,51.0,2601.0,0.0
564,1,0,0,1,54.0,2916.0,0.0
611,0,0,1,1,37.0,1369.0,1.0
612,0,0,1,1,39.0,1521.0,1.0
613,0,0,1,1,41.0,1681.0,0.0
614,0,0,1,1,43.0,1849.0,0.0
615,0,0,1,1,45.0,2025.0,0.0
616,0,0,1,1,46.0,2116.0,0.0
617,0,0,1,1,48.0,2304.0,0.0
618,0,0,1,0,51.0,2601.0,0.0
624,1,0,0,1,20.0,400.0,0.0
625,1,0,0,1,21.0,441.0,0.0
626,1,0,0,1,22.0,484.0,0.0
627,1,0,0,1,23.0,529.0,0.0
628,0,1,0,1,24.0,576.0,1.0
629,0,1,0,1,25.0,625.0,0.0
630,0,1,0,1,27.0,729.0,0.0
631,0,1,0,1,28.0,784.0,0.0
632,0,1,0,1,29.0,841.0,0.0
633,0,1,0,1,30.0,900.0,0.0
634,0,1,0,1,31.0,961.0,0.0
635,0,1,0,1,32.0,1024.0,0.0
637,0,1,0,1,35.0,1225.0,0.0
638,0,1,0,1,37.0,1369.0,0.0
639,0,1,0,1,39.0,1521.0,0.0
640,0,1,0,1,41.0,1681.0,0.0
641,0,1,0,1,43.0,1849.0,0.0
642,0,1,0,1,45.0,2025.0,0.0
643,0,1,0,1,46.0,2116.0,0.0
644,0,1,0,1,48.0,2304.0,0.0
645,0,1,0,1,51.0,2601.0,0.0
663,1,0,0,1,31.0,961.0,0.0
664,1,0,0,1,33.0,1089.0,0.0
665,1,0,0,1,35.0,1225.0,0.0
666,0,1,0,1,38.0,1444.0,1.0
667,0,1,0,1,39.0,1521.0,0.0
668,0,1,0,1,41.0,1681.0,0.0
669,0,1,0,1,43.0,1849.0,0.0
670,0,1,0,1,45.0,2025.0,0.0
679,1,0,0,1,24.0,576.0,0.0
680,1,0,0,1,25.0,625.0,0.0
681,1,0,0,1,26.0,676.0,0.0
682,1,0,0,1,27.0,729.0,0.0
683,0,1,0,1,28.0,784.0,1.0
684,0,1,0,1,30.0,900.0,0.0
685,0,1,0,1,31.0,961.0,0.0
686,0,1,0,1,32.0,1024.0,0.0
687,0,1,0,1,33.0,1089.0,0.0
688,0,1,0,1,34.0,1156.0,0.0
689,0,1,0,1,35.0,1225.0,0.0
690,0,1,0,1,36.0,1296.0,0.0
691,0,1,0,1,38.0,1444.0,0.0
692,0,1,0,1,40.0,1600.0,0.0
693,0,1,0,1,42.0,1764.0,0.0
694,0,1,0,1,44.0,1936.0,0.0
695,0,1,0,1,46.0,2116.0,0.0
696,0,1,0,1,47.0,2209.0,0.0
697,0,1,0,1,49.0,2401.0,0.0
698,0,1,0,1,51.0,2601.0,0.0
699,0,1,0,1,54.0,2916.0,0.0
711,0,1,0,1,29.0,841.0,1.0
712,0,1,0,1,30.0,900.0,0.0
713,0,1,0,1,31.0,961.0,0.0
714,0,1,0,1,32.0,1024.0,0.0
715,0,1,0,1,33.0,1089.0,0.0
716,0,0,1,1,34.0,1156.0,1.0
717,0,0,1,1,35.0,1225.0,0.0
718,0,0,1,1,37.0,1369.0,0.0
719,0,0,1,1,39.0,1521.0,0.0
720,0,0,1,1,41.0,1681.0,0.0
721,0,0,1,1,43.0,1849.0,0.0
722,0,0,1,1,46.0,2116.0,0.0
723,0,0,1,1,47.0,2209.0,0.0
724,0,0,1,1,49.0,2401.0,0.0
725,0,0,1,1,51.0,2601.0,0.0
726,0,0,1,1,54.0,2916.0,0.0
757,1,0,0,1,21.0,441.0,0.0
758,1,0,0,1,22.0,484.0,0.0
759,1,0,0,1,23.0,529.0,0.0
760,1,0,0,0,24.0,576.0,0.0
761,1,0,0,0,25.0,625.0,0.0
762,1,0,0,0,26.0,676.0,0.0
763,1,0,0,0,27.0,729.0,0.0
764,1,0,0,0,28.0,784.0,0.0
765,1,0,0,0,30.0,900.0,0.0
766,1,0,0,0,31.0,961.0,0.0
767,1,0,0,0,32.0,1024.0,0.0
768,1,0,0,0,33.0,1089.0,0.0
769,1,0,0,0,34.0,1156.0,0.0
770,1,0,0,1,35.0,1225.0,0.0
771,1,0,0,1,36.0,1296.0,0.0
772,1,0,0,1,38.0,1444.0,0.0
773,0,1,0,1,40.0,1600.0,1.0
774,0,0,1,1,42.0,1764.0,1.0
775,0,0,1,1,44.0,1936.0,0.0
776,0,0,1,1,46.0,2116.0,0.0
777,0,0,1,1,47.0,2209.0,0.0
778,0,0,1,1,49.0,2401.0,0.0
779,0,0,1,0,51.0,2601.0,0.0
780,0,0,1,0,54.0,2916.0,0.0
786,1,0,0,1,25.0,625.0,0.0
787,1,0,0,1,26.0,676.0,0.0
788,1,0,0,1,27.0,729.0,0.0
789,0,1,0,1,28.0,784.0,1.0
790,0,1,0,1,29.0,841.0,0.0
791,0,1,0,1,30.0,900.0,0.0
792,0,1,0,1,31.0,961.0,0.0
793,0,1,0,1,32.0,1024.0,0.0
794,0,0,1,1,33.0,1089.0,1.0
795,0,0,1,1,34.0,1156.0,0.0
796,0,0,1,1,35.0,1225.0,0.0
797,0,0,1,1,36.0,1296.0,0.0
798,0,0,1,1,37.0,1369.0,0.0
799,0,0,1,1,39.0,1521.0,0.0
800,0,0,1,1,41.0,1681.0,0.0
801,0,0,1,1,43.0,1849.0,0.0
803,0,0,1,1,47.0,2209.0,0.0
804,0,0,1,1,49.0,2401.0,0.0
805,0,0,1,1,51.0,2601.0,0.0
806,0,0,1,1,53.0,2809.0,0.0
807,0,0,1,1,56.0,3136.0,0.0
824,1,0,0,1,30.0,900.0,0.0
825,1,0,0,1,31.0,961.0,0.0
826,0,1,0,1,33.0,1089.0,1.0
827,0,1,0,1,35.0,1225.0,0.0
828,0,1,0,1,37.0,1369.0,0.0
829,0,1,0,1,39.0,1521.0,0.0
830,0,0,1,1,41.0,1681.0,1.0
831,0,0,1,1,43.0,1849.0,0.0
832,0,0,1,1,45.0,2025.0,0.0
833,0,0,1,1,47.0,2209.0,0.0
834,0,0,1,1,50.0,2500.0,0.0
855,0,1,0,1,36.0,1296.0,0.0
856,0,0,1,1,38.0,1444.0,1.0
857,0,0,1,1,40.0,1600.0,0.0
858,0,0,1,1,41.0,1681.0,0.0
859,0,0,1,0,43.0,1849.0,0.0
860,0,0,1,0,45.0,2025.0,0.0
861,0,0,1,0,48.0,2304.0,0.0
906,1,0,0,1,32.0,1024.0,0.0
907,0,1,0,1,34.0,1156.0,1.0
908,0,0,1,1,36.0,1296.0,1.0
909,0,0,1,1,38.0,1444.0,0.0
910,0,0,1,1,40.0,1600.0,0.0
911,0,0,1,1,41.0,1681.0,0.0
912,0,0,1,1,43.0,1849.0,0.0
913,0,0,1,1,45.0,2025.0,0.0
914,0,0,1,1,47.0,2209.0,0.0
915,0,0,1,1,50.0,2500.0,0.0
987,1,0,0,1,32.0,1024.0,0.0
988,1,0,0,1,34.0,1156.0,0.0
989,0,1,0,1,36.0,1296.0,1.0
990,0,1,0,1,38.0,1444.0,0.0
991,0,1,0,1,40.0,1600.0,0.0
992,0,1,0,1,41.0,1681.0,0.0
993,0,1,0,1,44.0,1936.0,0.0
994,0,1,0,1,46.0,2116.0,0.0
995,0,1,0,1,48.0,2304.0,0.0
996,0,1,0,1,51.0,2601.0,0.0
1037,1,0,0,1,33.0,1089.0,0.0
1038,1,0,0,1,34.0,1156.0,0.0
1039,0,1,0,1,35.0,1225.0,1.0
1040,0,1,0,1,36.0,1296.0,0.0
1041,0,1,0,1,37.0,1369.0,0.0
1042,0,1,0,1,39.0,1521.0,0.0
1043,0,0,1,1,41.0,1681.0,1.0
1044,0,0,1,1,43.0,1849.0,1.0
1046,0,0,1,1,47.0,2209.0,0.0
1047,0,0,1,1,49.0,2401.0,0.0
1092,1,0,0,1,32.0,1024.0,0.0
1093,1,0,0,1,33.0,1089.0,0.0
1094,1,0,0,1,34.0,1156.0,0.0
1095,1,0,0,1,35.0,1225.0,0.0
1096,1,0,0,1,37.0,1369.0,0.0
1097,1,0,0,1,39.0,1521.0,0.0
1098,1,0,0,1,41.0,1681.0,0.0
1099,1,0,0,1,43.0,1849.0,0.0
1100,1,0,0,1,45.0,2025.0,0.0
1101,1,0,0,1,46.0,2116.0,0.0
1102,1,0,0,1,48.0,2304.0,0.0
1122,1,0,0,1,31.0,961.0,0.0
1123,1,0,0,1,33.0,1089.0,0.0
1124,0,1,0,1,34.0,1156.0,1.0
1126,0,1,0,1,38.0,1444.0,0.0
1127,0,1,0,1,41.0,1681.0,0.0
1128,0,1,0,1,42.0,1764.0,0.0
1129,0,1,0,1,44.0,1936.0,0.0
1130,0,1,0,1,46.0,2116.0,0.0
1131,0,1,0,1,49.0,2401.0,0.0
1141,1,0,0,1,23.0,529.0,0.0
1142,1,0,0,1,24.0,576.0,0.0
1143,1,0,0,1,25.0,625.0,0.0
1144,1,0,0,1,26.0,676.0,0.0
1145,1,0,0,1,28.0,784.0,0.0
1146,1,0,0,1,28.0,784.0,0.0
1147,0,1,0,1,29.0,841.0,1.0
1148,0,1,0,1,30.0,900.0,0.0
1149,0,1,0,1,31.0,961.0,0.0
1150,0,1,0,1,33.0,1089.0,0.0
1151,0,1,0,1,35.0,1225.0,0.0
1152,0,1,0,0,37.0,1369.0,0.0
1153,0,1,0,0,39.0,1521.0,0.0
1154,0,1,0,0,42.0,1764.0,0.0
1155,0,1,0,0,43.0,1849.0,0.0
1156,0,1,0,0,45.0,2025.0,0.0
1157,0,1,0,0,47.0,2209.0,0.0
1158,0,1,0,0,50.0,2500.0,0.0
1168,1,0,0,1,25.0,625.0,0.0
1169,0,1,0,1,26.0,676.0,1.0
1170,0,1,0,1,28.0,784.0,0.0
1171,0,1,0,1,28.0,784.0,0.0
1172,0,0,1,1,30.0,900.0,1.0
1173,0,0,1,1,31.0,961.0,0.0
1174,0,0,1,1,32.0,1024.0,0.0
1175,0,0,1,1,32.0,1024.0,0.0
1176,0,0,1,1,34.0,1156.0,0.0
1177,0,0,1,1,35.0,1225.0,0.0
1178,0,0,1,1,37.0,1369.0,0.0
1179,0,0,1,1,40.0,1600.0,0.0
1180,0,0,1,0,41.0,1681.0,0.0
1181,0,0,1,0,44.0,1936.0,0.0
1182,0,0,1,0,45.0,2025.0,0.0
1183,0,0,1,0,47.0,2209.0,0.0
1184,0,0,1,0,49.0,2401.0,0.0
1185,0,0,1,0,52.0,2704.0,0.0
1212,0,0,1,1,51.0,2601.0,0.0
1224,1,0,0,1,30.0,900.0,0.0
1225,1,0,0,1,31.0,961.0,0.0
1226,0,1,0,1,32.0,1024.0,1.0
1227,0,1,0,1,33.0,1089.0,0.0
1228,0,1,0,1,34.0,1156.0,0.0
1229,0,1,0,1,35.0,1225.0,0.0
1230,0,1,0,1,36.0,1296.0,0.0
1231,0,1,0,1,38.0,1444.0,0.0
1232,0,1,0,1,40.0,1600.0,0.0
1233,0,1,0,1,42.0,1764.0,0.0
1234,0,1,0,1,44.0,1936.0,0.0
1235,0,1,0,1,46.0,2116.0,0.0
1236,0,1,0,1,48.0,2304.0,0.0
1237,0,1,0,1,49.0,2401.0,0.0
1238,0,1,0,1,51.0,2601.0,0.0
1239,0,1,0,1,54.0,2916.0,0.0
1251,1,0,0,1,30.0,900.0,0.0
1252,1,0,0,1,31.0,961.0,0.0
1253,1,0,0,1,32.0,1024.0,0.0
1254,0,1,0,1,33.0,1089.0,1.0
1255,0,1,0,1,34.0,1156.0,0.0
1256,0,1,0,1,35.0,1225.0,0.0
1257,0,1,0,1,36.0,1296.0,0.0
1258,0,0,1,1,38.0,1444.0,1.0
1259,0,0,1,1,40.0,1600.0,0.0
1260,0,0,1,1,42.0,1764.0,0.0
1261,0,0,1,1,44.0,1936.0,0.0
1262,0,0,1,1,47.0,2209.0,0.0
1263,0,0,1,1,48.0,2304.0,0.0
1264,0,0,1,1,50.0,2500.0,0.0
1265,0,0,1,1,52.0,2704.0,0.0
1266,0,0,1,1,54.0,2916.0,0.0
1277,1,0,0,1,30.0,900.0,0.0
1278,1,0,0,1,31.0,961.0,0.0
1279,1,0,0,1,31.0,961.0,0.0
1280,1,0,0,1,33.0,1089.0,0.0
1281,1,0,0,1,33.0,1089.0,0.0
1282,1,0,0,1,34.0,1156.0,0.0
1283,0,1,0,1,35.0,1225.0,1.0
1284,0,1,0,1,36.0,1296.0,0.0
1285,0,1,0,1,38.0,1444.0,0.0
1286,0,1,0,1,40.0,1600.0,0.0
1287,0,1,0,1,42.0,1764.0,0.0
1288,0,1,0,1,44.0,1936.0,0.0
1289,0,1,0,1,47.0,2209.0,0.0
1290,0,1,0,1,48.0,2304.0,0.0
1291,0,1,0,1,50.0,2500.0,0.0
1292,0,1,0,1,52.0,2704.0,0.0
1293,0,1,0,1,55.0,3025.0,0.0
1307,1,0,0,1,26.0,676.0,0.0
1308,0,1,0,1,27.0,729.0,1.0
1309,0,1,0,1,28.0,784.0,0.0
1310,0,0,1,1,29.0,841.0,1.0
1311,0,0,1,1,30.0,900.0,0.0
1312,0,1,0,1,32.0,1024.0,0.0
1313,0,1,0,0,34.0,1156.0,0.0
1314,0,0,1,0,36.0,1296.0,1.0
1315,0,0,1,0,38.0,1444.0,0.0
1316,0,0,1,0,41.0,1681.0,0.0
1317,0,0,1,0,42.0,1764.0,0.0
1318,0,0,1,0,44.0,1936.0,0.0
1319,0,0,1,0,46.0,2116.0,0.0
1320,0,0,1,0,49.0,2401.0,0.0
1336,1,0,0,1,28.0,784.0,0.0
1337,1,0,0,1,28.0,784.0,0.0
1338,1,0,0,1,30.0,900.0,0.0
1339,1,0,0,1,32.0,1024.0,0.0
1340,1,0,0,1,34.0,1156.0,0.0
1342,1,0,0,1,37.0,1369.0,0.0
1343,1,0,0,1,39.0,1521.0,0.0
1344,1,0,0,1,41.0,1681.0,0.0
1345,1,0,0,1,43.0,1849.0,0.0
1346,1,0,0,1,46.0,2116.0,0.0
1347,1,0,0,1,48.0,2304.0,0.0
1435,1,0,0,1,23.0,529.0,0.0
1436,0,1,0,1,24.0,576.0,1.0
1437,0,1,0,1,25.0,625.0,0.0
1438,0,1,0,1,26.0,676.0,0.0
1439,0,0,1,1,27.0,729.0,1.0
1440,0,0,1,1,29.0,841.0,0.0
1441,0,0,1,1,30.0,900.0,0.0
1442,0,0,1,1,31.0,961.0,0.0
1443,0,0,1,1,32.0,1024.0,0.0
1444,0,0,1,1,33.0,1089.0,0.0
1445,0,0,1,1,34.0,1156.0,0.0
1446,0,0,1,1,35.0,1225.0,0.0
1447,0,0,1,1,36.0,1296.0,0.0
1448,0,0,1,1,39.0,1521.0,0.0
1449,0,0,1,1,41.0,1681.0,0.0
1450,0,0,1,1,42.0,1764.0,0.0
1451,0,0,1,1,44.0,1936.0,0.0
1452,0,0,1,1,46.0,2116.0,0.0
1453,0,0,1,1,48.0,2304.0,0.0
1454,0,0,1,1,50.0,2500.0,0.0
1455,0,0,1,1,53.0,2809.0,0.0
1462,1,0,0,1,19.0,361.0,0.0
1463,1,0,0,1,20.0,400.0,0.0
1464,1,0,0,0,21.0,441.0,0.0
1465,1,0,0,0,22.0,484.0,0.0
1466,1,0,0,0,23.0,529.0,0.0
1467,1,0,0,0,25.0,625.0,0.0
1468,1,0,0,0,25.0,625.0,0.0
1469,1,0,0,0,26.0,676.0,0.0
1470,1,0,0,0,27.0,729.0,0.0
1471,1,0,0,0,28.0,784.0,0.0
1472,1,0,0,1,29.0,841.0,0.0
1473,1,0,0,1,30.0,900.0,0.0
1474,1,0,0,1,32.0,1024.0,0.0
1475,0,1,0,1,34.0,1156.0,1.0
1477,0,1,0,0,38.0,1444.0,0.0
1478,0,1,0,0,40.0,1600.0,0.0
1479,0,1,0,0,42.0,1764.0,0.0
1480,0,1,0,0,44.0,1936.0,0.0
1481,0,1,0,0,46.0,2116.0,0.0
1482,0,1,0,0,49.0,2401.0,0.0
1542,1,0,0,1,20.0,400.0,0.0
1543,1,0,0,1,21.0,441.0,0.0
1544,1,0,0,1,22.0,484.0,0.0
1545,1,0,0,1,23.0,529.0,0.0
1546,1,0,0,1,24.0,576.0,0.0
1549,1,0,0,0,27.0,729.0,0.0
1550,1,0,0,1,29.0,841.0,0.0
1551,1,0,0,1,29.0,841.0,0.0
1552,1,0,0,1,30.0,900.0,0.0
1553,1,0,0,1,31.0,961.0,0.0
1554,1,0,0,1,32.0,1024.0,0.0
1555,1,0,0,1,34.0,1156.0,0.0
1556,1,0,0,1,36.0,1296.0,0.0
1602,1,0,0,0,27.0,729.0,0.0
1603,1,0,0,0,28.0,784.0,0.0
1604,0,1,0,0,29.0,841.0,1.0
1605,0,1,0,1,30.0,900.0,0.0
1606,0,1,0,1,31.0,961.0,0.0
1607,0,1,0,1,32.0,1024.0,0.0
1608,0,1,0,1,33.0,1089.0,0.0
1609,0,1,0,1,35.0,1225.0,0.0
1610,0,1,0,1,37.0,1369.0,0.0
1611,0,1,0,1,39.0,1521.0,0.0
1612,0,1,0,1,41.0,1681.0,0.0
1613,0,1,0,1,43.0,1849.0,0.0
1614,0,1,0,0,44.0,1936.0,0.0
1615,0,1,0,0,46.0,2116.0,0.0
1616,0,1,0,0,48.0,2304.0,0.0
1617,0,1,0,0,51.0,2601.0,0.0
1624,1,0,0,1,24.0,576.0,0.0
1625,1,0,0,1,25.0,625.0,0.0
1626,1,0,0,1,26.0,676.0,0.0
1627,0,1,0,1,27.0,729.0,1.0
1628,0,1,0,1,28.0,784.0,0.0
1629,0,1,0,1,30.0,900.0,0.0
1630,0,1,0,1,30.0,900.0,0.0
1631,0,1,0,1,32.0,1024.0,0.0
1632,0,1,0,1,32.0,1024.0,0.0
1633,0,1,0,1,34.0,1156.0,0.0
1634,0,1,0,1,35.0,1225.0,0.0
1635,0,1,0,1,35.0,1225.0,0.0
1637,0,1,0,1,40.0,1600.0,0.0
1638,0,1,0,1,42.0,1764.0,0.0
1639,0,1,0,1,43.0,1849.0,0.0
1641,0,1,0,1,47.0,2209.0,0.0
1642,0,1,0,1,49.0,2401.0,0.0
1643,0,1,0,1,51.0,2601.0,0.0
1644,0,1,0,1,54.0,2916.0,0.0
1742,1,0,0,1,30.0,900.0,0.0
1743,1,0,0,1,31.0,961.0,0.0
1744,1,0,0,1,33.0,1089.0,0.0
1745,1,0,0,1,35.0,1225.0,0.0
1746,1,0,0,1,37.0,1369.0,0.0
1747,1,0,0,1,39.0,1521.0,0.0
1748,1,0,0,1,41.0,1681.0,0.0
1749,1,0,0,1,43.0,1849.0,0.0
1750,1,0,0,1,45.0,2025.0,0.0
1752,1,0,0,1,50.0,2500.0,0.0
1791,1,0,0,1,27.0,729.0,0.0
1792,1,0,0,1,28.0,784.0,0.0
1793,1,0,0,1,29.0,841.0,0.0
1794,0,1,0,1,29.0,841.0,1.0
1795,0,1,0,1,30.0,900.0,0.0
1796,0,1,0,1,31.0,961.0,0.0
1797,0,1,0,1,33.0,1089.0,0.0
1798,0,1,0,1,34.0,1156.0,0.0
1799,0,1,0,1,36.0,1296.0,0.0
1800,0,1,0,1,38.0,1444.0,0.0
1801,0,1,0,1,40.0,1600.0,0.0
