,has 1 child,has 2 children,has more than 2 children,is_married,AGE AT INTERVIEW DATE,age_squared,gave_birth_to_child
12237,0,1,0,1,25.0,625.0,1.0
12238,0,1,0,1,26.0,676.0,0.0
12239,0,1,0,1,27.0,729.0,0.0
12240,0,1,0,1,28.0,784.0,0.0
12241,0,1,0,1,29.0,841.0,0.0
12242,0,1,0,0,30.0,900.0,0.0
12243,0,1,0,0,31.0,961.0,0.0
12244,0,1,0,0,33.0,1089.0,0.0
12246,0,1,0,1,35.0,1225.0,0.0
12247,0,1,0,1,36.0,1296.0,0.0
12248,0,1,0,1,38.0,1444.0,0.0
12249,0,1,0,1,40.0,1600.0,0.0
12251,0,1,0,1,45.0,2025.0,0.0
12267,1,0,0,1,27.0,729.0,0.0
12268,1,0,0,1,28.0,784.0,0.0
12269,1,0,0,1,29.0,841.0,0.0
12270,1,0,0,1,30.0,900.0,0.0
12271,0,1,0,1,31.0,961.0,1.0
12272,0,1,0,1,32.0,1024.0,0.0
12273,0,1,0,1,33.0,1089.0,0.0
12274,0,1,0,1,35.0,1225.0,0.0
12275,0,1,0,1,37.0,1369.0,0.0
12276,0,1,0,1,39.0,1521.0,0.0
12277,0,1,0,0,41.0,1681.0,0.0
12278,0,1,0,1,43.0,1849.0,0.0
12279,0,1,0,1,45.0,2025.0,0.0
12280,0,1,0,1,46.0,2116.0,0.0
12281,0,1,0,1,49.0,2401.0,0.0
12282,0,1,0,1,51.0,2601.0,0.0
12317,1,0,0,1,21.0,441.0,0.0
12318,0,1,0,1,22.0,484.0,1.0
12319,0,1,0,1,23.0,529.0,0.0
12320,0,1,0,1,24.0,576.0,0.0
12321,0,1,0,1,25.0,625.0,0.0
12322,0,1,0,1,26.0,676.0,0.0
12323,0,1,0,0,27.0,729.0,0.0
12324,0,1,0,0,28.0,784.0,0.0
12325,0,1,0,0,29.0,841.0,0.0
12326,0,1,0,0,30.0,900.0,0.0
12327,0,1,0,1,31.0,961.0,0.0
12328,0,1,0,1,33.0,1089.0,0.0
12329,0,1,0,1,35.0,1225.0,0.0
12330,0,1,0,1,37.0,1369.0,0.0
12331,0,1,0,1,39.0,1521.0,0.0
12332,0,1,0,1,41.0,1681.0,0.0
12333,0,1,0,1,43.0,1849.0,0.0
12334,0,1,0,1,45.0,2025.0,0.0
12335,0,1,0,1,47.0,2209.0,0.0
12336,0,1,0,1,49.0,2401.0,0.0
12355,1,0,0,1,32.0,1024.0,0.0
12356,1,0,0,1,34.0,1156.0,0.0
12357,1,0,0,1,36.0,1296.0,0.0
12358,1,0,0,1,38.0,1444.0,0.0
12359,1,0,0,1,40.0,1600.0,0.0
12360,1,0,0,1,42.0,1764.0,0.0
12361,1,0,0,1,44.0,1936.0,0.0
12362,1,0,0,1,45.0,2025.0,0.0
12363,1,0,0,1,48.0,2304.0,0.0
12370,1,0,0,1,19.0,361.0,0.0
12371,1,0,0,1,19.0,361.0,0.0
12372,1,0,0,1,21.0,441.0,0.0
12373,1,0,0,1,22.0,484.0,0.0
12374,1,0,0,1,23.0,529.0,0.0
12375,1,0,0,0,24.0,576.0,0.0
12376,1,0,0,0,25.0,625.0,0.0
12377,1,0,0,1,26.0,676.0,0.0
12378,1,0,0,1,27.0,729.0,0.0
12379,1,0,0,1,28.0,784.0,0.0
12380,1,0,0,0,29.0,841.0,0.0
12381,1,0,0,0,30.0,900.0,0.0
12382,1,0,0,0,32.0,1024.0,0.0
12383,1,0,0,1,34.0,1156.0,0.0
12384,1,0,0,1,36.0,1296.0,0.0
12385,1,0,0,1,38.0,1444.0,0.0
12386,1,0,0,1,40.0,1600.0,0.0
12387,1,0,0,1,41.0,1681.0,0.0
12388,1,0,0,1,43.0,1849.0,0.0
12389,1,0,0,1,45.0,2025.0,0.0
12390,1,0,0,0,48.0,2304.0,0.0
12393,1,0,0,1,20.0,400.0,0.0
12394,1,0,0,1,21.0,441.0,0.0
12395,1,0,0,1,22.0,484.0,0.0
12396,1,0,0,1,23.0,529.0,0.0
12397,1,0,0,1,24.0,576.0,0.0
12398,1,0,0,1,25.0,625.0,0.0
12399,0,1,0,1,26.0,676.0,1.0
12400,0,1,0,1,27.0,729.0,0.0
12401,0,1,0,0,28.0,784.0,0.0
12402,0,1,0,0,29.0,841.0,0.0
12403,0,1,0,0,30.0,900.0,0.0
12404,0,1,0,0,31.0,961.0,0.0
12405,0,1,0,0,32.0,1024.0,0.0
12406,0,1,0,0,33.0,1089.0,0.0
12407,0,1,0,0,34.0,1156.0,0.0
12408,0,1,0,0,35.0,1225.0,0.0
12409,0,1,0,0,37.0,1369.0,0.0
12410,0,1,0,0,39.0,1521.0,0.0
12411,0,1,0,1,41.0,1681.0,0.0
12412,0,1,0,1,43.0,1849.0,0.0
12413,0,1,0,0,44.0,1936.0,0.0
12414,0,1,0,0,47.0,2209.0,0.0
12415,0,1,0,0,48.0,2304.0,0.0
12416,0,1,0,0,51.0,2601.0,0.0
12417,0,1,0,0,54.0,2916.0,0.0
12438,1,0,0,1,39.0,1521.0,0.0
12439,0,1,0,1,41.0,1681.0,1.0
12440,0,1,0,1,44.0,1936.0,0.0
12441,0,1,0,1,45.0,2025.0,0.0
12442,0,1,0,1,47.0,2209.0,0.0
12443,0,1,0,1,49.0,2401.0,0.0
12444,0,1,0,1,52.0,2704.0,0.0
12451,1,0,0,1,21.0,441.0,0.0
12452,1,0,0,1,22.0,484.0,0.0
12453,0,1,0,1,23.0,529.0,1.0
12454,0,1,0,1,24.0,576.0,0.0
12455,0,0,1,1,25.0,625.0,1.0
12456,0,0,1,1,27.0,729.0,0.0
12457,0,0,1,1,28.0,784.0,0.0
12458,0,0,1,1,29.0,841.0,0.0
12459,0,0,1,1,30.0,900.0,0.0
12460,0,0,1,1,31.0,961.0,0.0
12461,0,0,1,1,32.0,1024.0,0.0
12462,0,0,1,1,33.0,1089.0,0.0
12463,0,0,1,1,34.0,1156.0,0.0
12464,0,1,0,1,36.0,1296.0,0.0
12465,0,0,1,1,39.0,1521.0,1.0
12466,0,0,1,1,40.0,1600.0,0.0
12467,0,0,1,1,43.0,1849.0,0.0
12468,0,0,1,1,44.0,1936.0,0.0
12469,0,0,1,1,46.0,2116.0,0.0
12470,0,0,1,1,48.0,2304.0,0.0
12471,0,0,1,1,51.0,2601.0,0.0
12513,1,0,0,1,27.0,729.0,0.0
12514,1,0,0,1,28.0,784.0,0.0
12515,1,0,0,1,28.0,784.0,0.0
12516,1,0,0,0,29.0,841.0,0.0
12517,1,0,0,0,31.0,961.0,0.0
12518,1,0,0,0,33.0,1089.0,0.0
12519,1,0,0,0,36.0,1296.0,0.0
12520,1,0,0,0,38.0,1444.0,0.0
12521,1,0,0,0,40.0,1600.0,0.0
12522,1,0,0,0,41.0,1681.0,0.0
12523,1,0,0,0,43.0,1849.0,0.0
12524,1,0,0,0,45.0,2025.0,0.0
12525,1,0,0,0,48.0,2304.0,0.0
12545,1,0,0,1,36.0,1296.0,0.0
12546,1,0,0,1,38.0,1444.0,0.0
12547,0,1,0,0,40.0,1600.0,1.0
12548,0,1,0,0,42.0,1764.0,0.0
12549,0,1,0,0,44.0,1936.0,0.0
12550,0,1,0,0,46.0,2116.0,0.0
12567,1,0,0,1,28.0,784.0,0.0
12568,1,0,0,1,29.0,841.0,0.0
12569,1,0,0,1,30.0,900.0,0.0
12570,0,1,0,1,31.0,961.0,1.0
12571,0,1,0,1,33.0,1089.0,0.0
12572,0,1,0,1,35.0,1225.0,0.0
12573,0,1,0,1,37.0,1369.0,0.0
12574,0,1,0,1,39.0,1521.0,0.0
12575,0,1,0,1,41.0,1681.0,0.0
12576,0,1,0,1,43.0,1849.0,0.0
12577,0,1,0,1,45.0,2025.0,0.0
12578,0,1,0,1,47.0,2209.0,0.0
12579,0,1,0,1,50.0,2500.0,0.0
12624,1,0,0,1,32.0,1024.0,0.0
12625,0,1,0,1,34.0,1156.0,1.0
12626,0,1,0,1,36.0,1296.0,0.0
12627,0,1,0,1,38.0,1444.0,0.0
12628,0,1,0,1,40.0,1600.0,0.0
12629,0,1,0,1,42.0,1764.0,0.0
12630,0,1,0,1,44.0,1936.0,0.0
12631,0,1,0,1,46.0,2116.0,0.0
12632,0,1,0,1,47.0,2209.0,0.0
12633,0,1,0,1,50.0,2500.0,0.0
12674,1,0,0,1,29.0,841.0,0.0
12675,1,0,0,1,30.0,900.0,0.0
12676,0,1,0,1,31.0,961.0,1.0
12677,0,1,0,1,32.0,1024.0,0.0
12678,0,1,0,1,33.0,1089.0,0.0
12679,0,1,0,1,35.0,1225.0,0.0
12680,0,1,0,1,37.0,1369.0,0.0
12681,0,1,0,1,39.0,1521.0,0.0
12682,0,1,0,1,41.0,1681.0,0.0
12683,0,1,0,1,43.0,1849.0,0.0
12684,0,1,0,1,45.0,2025.0,0.0
12685,0,1,0,1,47.0,2209.0,0.0
12686,0,1,0,1,49.0,2401.0,0.0
12687,0,1,0,1,52.0,2704.0,0.0
12696,1,0,0,1,20.0,400.0,0.0
12697,0,1,0,1,22.0,484.0,1.0
12698,0,1,0,1,23.0,529.0,0.0
12699,0,1,0,1,24.0,576.0,0.0
12700,0,1,0,1,25.0,625.0,0.0
12701,0,1,0,1,26.0,676.0,0.0
12702,0,1,0,1,27.0,729.0,0.0
12703,0,1,0,1,28.0,784.0,0.0
12704,0,1,0,1,29.0,841.0,0.0
12705,0,1,0,1,30.0,900.0,0.0
12706,0,1,0,1,32.0,1024.0,0.0
12707,0,1,0,1,34.0,1156.0,0.0
12708,0,1,0,1,36.0,1296.0,0.0
12709,0,1,0,1,38.0,1444.0,0.0
12750,1,0,0,1,26.0,676.0,0.0
12751,1,0,0,1,27.0,729.0,0.0
12752,0,1,0,1,28.0,784.0,1.0
12753,0,1,0,1,29.0,841.0,0.0
12754,0,1,0,1,30.0,900.0,0.0
12755,0,1,0,1,31.0,961.0,0.0
12756,0,1,0,1,32.0,1024.0,0.0
12757,0,1,0,1,33.0,1089.0,0.0
12758,0,1,0,1,34.0,1156.0,0.0
12759,0,1,0,1,35.0,1225.0,0.0
12760,0,1,0,1,37.0,1369.0,0.0
12761,0,1,0,1,39.0,1521.0,0.0
12762,0,1,0,1,41.0,1681.0,0.0
12763,0,1,0,1,43.0,1849.0,0.0
12764,0,1,0,1,45.0,2025.0,0.0
12765,0,1,0,1,47.0,2209.0,0.0
12766,0,1,0,1,49.0,2401.0,0.0
12767,0,1,0,1,51.0,2601.0,0.0
12768,0,1,0,1,53.0,2809.0,0.0
12784,0,1,0,1,33.0,1089.0,0.0
12785,0,1,0,1,33.0,1089.0,0.0
12786,0,1,0,1,35.0,1225.0,0.0
12787,0,1,0,1,36.0,1296.0,0.0
12788,0,1,0,1,38.0,1444.0,0.0
12789,0,1,0,1,41.0,1681.0,0.0
12790,0,1,0,1,42.0,1764.0,0.0
12791,0,1,0,0,45.0,2025.0,0.0
12792,0,1,0,0,46.0,2116.0,0.0
12793,0,1,0,0,48.0,2304.0,0.0
12794,0,1,0,1,50.0,2500.0,0.0
12795,0,1,0,0,53.0,2809.0,0.0
12806,1,0,0,1,27.0,729.0,0.0
12807,1,0,0,1,28.0,784.0,0.0
12808,1,0,0,1,29.0,841.0,0.0
12809,0,1,0,1,30.0,900.0,1.0
12810,0,1,0,1,31.0,961.0,0.0
12811,0,1,0,1,32.0,1024.0,0.0
12812,0,1,0,1,33.0,1089.0,0.0
12813,0,1,0,1,34.0,1156.0,0.0
12814,0,1,0,1,36.0,1296.0,0.0
12815,0,1,0,1,38.0,1444.0,0.0
12816,0,1,0,1,40.0,1600.0,0.0
12817,0,1,0,1,42.0,1764.0,0.0
12818,0,1,0,1,43.0,1849.0,0.0
12819,0,1,0,1,45.0,2025.0,0.0
12820,0,1,0,1,47.0,2209.0,0.0
12821,0,1,0,1,49.0,2401.0,0.0
12822,0,1,0,1,52.0,2704.0,0.0
12893,1,0,0,1,34.0,1156.0,0.0
12894,1,0,0,1,35.0,1225.0,0.0
12895,1,0,0,1,37.0,1369.0,0.0
12896,1,0,0,1,39.0,1521.0,0.0
12897,1,0,0,1,41.0,1681.0,0.0
12898,1,0,0,1,43.0,1849.0,0.0
12899,1,0,0,1,45.0,2025.0,0.0
12900,1,0,0,1,47.0,2209.0,0.0
12901,1,0,0,1,48.0,2304.0,0.0
12902,1,0,0,1,50.0,2500.0,0.0
12903,1,0,0,1,53.0,2809.0,0.0
12960,1,0,0,1,20.0,400.0,0.0
12961,0,1,0,1,21.0,441.0,1.0
12962,0,1,0,1,22.0,484.0,0.0
12963,0,0,1,1,23.0,529.0,1.0
12964,0,0,1,1,24.0,576.0,0.0
12965,0,0,1,1,25.0,625.0,0.0
12966,0,0,1,1,26.0,676.0,0.0
12967,0,0,1,1,27.0,729.0,0.0
12968,0,0,1,1,28.0,784.0,0.0
12969,0,0,1,1,29.0,841.0,0.0
12970,0,0,1,1,30.0,900.0,0.0
12971,0,0,1,1,32.0,1024.0,0.0
12972,0,0,1,1,32.0,1024.0,0.0
12973,0,0,1,1,33.0,1089.0,0.0
12974,0,0,1,1,34.0,1156.0,0.0
12975,0,0,1,1,35.0,1225.0,0.0
12976,0,0,1,1,37.0,1369.0,0.0
12977,0,0,1,1,39.0,1521.0,0.0
12978,0,0,1,1,41.0,1681.0,0.0
12980,0,0,1,1,46.0,2116.0,0.0
12981,0,0,1,1,47.0,2209.0,0.0
12982,0,0,1,1,49.0,2401.0,0.0
12983,0,0,1,1,51.0,2601.0,0.0
12984,0,0,1,1,54.0,2916.0,0.0
12988,0,1,0,1,22.0,484.0,0.0
12989,0,1,0,1,23.0,529.0,0.0
12990,0,1,0,1,24.0,576.0,0.0
12991,0,1,0,1,25.0,625.0,0.0
12992,0,1,0,1,26.0,676.0,0.0
12993,0,1,0,1,27.0,729.0,0.0
12994,0,1,0,1,28.0,784.0,0.0
12995,0,1,0,1,29.0,841.0,0.0
12996,0,1,0,1,31.0,961.0,0.0
12997,0,1,0,1,31.0,961.0,0.0
12998,0,1,0,0,33.0,1089.0,0.0
12999,0,1,0,0,33.0,1089.0,0.0
13000,1,0,0,0,35.0,1225.0,0.0
13001,1,0,0,1,35.0,1225.0,0.0
13002,1,0,0,1,37.0,1369.0,0.0
13003,1,0,0,1,39.0,1521.0,0.0
13004,1,0,0,0,40.0,1600.0,0.0
13005,0,1,0,0,43.0,1849.0,1.0
13006,0,1,0,1,44.0,1936.0,0.0
13007,0,1,0,1,47.0,2209.0,0.0
13008,0,1,0,1,48.0,2304.0,0.0
13009,0,1,0,1,50.0,2500.0,0.0
13010,0,1,0,1,52.0,2704.0,0.0
13011,0,1,0,1,55.0,3025.0,0.0
13017,1,0,0,1,24.0,576.0,0.0
13018,1,0,0,1,25.0,625.0,0.0
13019,1,0,0,1,26.0,676.0,0.0
13020,1,0,0,1,27.0,729.0,0.0
13021,1,0,0,1,28.0,784.0,0.0
13022,0,1,0,1,29.0,841.0,1.0
13023,0,1,0,1,30.0,900.0,0.0
13024,0,1,0,1,31.0,961.0,0.0
13025,0,0,1,1,32.0,1024.0,1.0
13026,0,0,1,1,33.0,1089.0,0.0
13027,0,0,1,1,34.0,1156.0,0.0
13028,0,0,1,1,35.0,1225.0,0.0
13029,0,0,1,1,36.0,1296.0,0.0
13030,0,0,1,1,38.0,1444.0,1.0
13031,0,0,1,1,40.0,1600.0,1.0
13032,0,0,1,1,42.0,1764.0,0.0
13047,1,0,0,1,21.0,441.0,0.0
13048,1,0,0,1,22.0,484.0,0.0
13049,0,1,0,1,23.0,529.0,1.0
13050,0,1,0,1,25.0,625.0,0.0
13051,0,1,0,1,26.0,676.0,0.0
13052,0,1,0,0,27.0,729.0,0.0
13053,0,1,0,0,28.0,784.0,0.0
13054,0,1,0,0,29.0,841.0,0.0
13055,0,1,0,0,30.0,900.0,0.0
13056,0,1,0,0,31.0,961.0,0.0
13057,0,1,0,1,33.0,1089.0,0.0
13058,0,1,0,0,35.0,1225.0,0.0
13059,0,1,0,1,37.0,1369.0,0.0
13060,0,1,0,1,39.0,1521.0,0.0
13061,0,1,0,0,41.0,1681.0,0.0
13062,0,1,0,0,42.0,1764.0,0.0
13063,0,1,0,0,45.0,2025.0,0.0
13064,0,1,0,0,46.0,2116.0,0.0
13065,0,1,0,1,49.0,2401.0,0.0
13123,1,0,0,1,20.0,400.0,0.0
13124,1,0,0,1,21.0,441.0,0.0
13125,0,1,0,1,22.0,484.0,1.0
13126,0,1,0,1,23.0,529.0,0.0
13127,0,1,0,1,24.0,576.0,0.0
13128,0,1,0,1,25.0,625.0,0.0
13129,0,1,0,1,26.0,676.0,0.0
13130,0,0,1,0,27.0,729.0,1.0
13131,0,0,1,0,29.0,841.0,1.0
13133,0,1,0,1,31.0,961.0,0.0
13134,0,1,0,1,31.0,961.0,0.0
13135,0,1,0,1,33.0,1089.0,0.0
13136,0,1,0,1,34.0,1156.0,0.0
13137,0,1,0,1,35.0,1225.0,0.0
13138,0,1,0,1,36.0,1296.0,0.0
13139,0,1,0,0,38.0,1444.0,0.0
13140,0,0,1,0,41.0,1681.0,0.0
13141,0,0,1,0,43.0,1849.0,0.0
13142,0,0,1,0,45.0,2025.0,0.0
13145,0,0,1,1,50.0,2500.0,0.0
13146,0,0,1,1,53.0,2809.0,0.0
13165,1,0,0,1,37.0,1369.0,0.0
13176,1,0,0,1,20.0,400.0,0.0
13177,1,0,0,1,21.0,441.0,0.0
13178,1,0,0,1,22.0,484.0,0.0
13179,1,0,0,1,23.0,529.0,0.0
13180,1,0,0,1,24.0,576.0,0.0
13181,1,0,0,1,25.0,625.0,0.0
13182,1,0,0,1,26.0,676.0,0.0
13183,1,0,0,1,27.0,729.0,0.0
13184,1,0,0,1,28.0,784.0,0.0
13188,1,0,0,1,32.0,1024.0,0.0
13203,1,0,0,1,21.0,441.0,0.0
13204,1,0,0,0,22.0,484.0,0.0
13205,1,0,0,0,23.0,529.0,0.0
13206,1,0,0,0,24.0,576.0,0.0
13207,1,0,0,0,25.0,625.0,0.0
13208,1,0,0,0,26.0,676.0,0.0
13209,1,0,0,0,27.0,729.0,0.0
13210,1,0,0,1,28.0,784.0,0.0
13211,1,0,0,0,30.0,900.0,0.0
13212,1,0,0,0,30.0,900.0,0.0
13213,1,0,0,0,31.0,961.0,0.0
13214,1,0,0,0,33.0,1089.0,0.0
13215,1,0,0,0,33.0,1089.0,0.0
13216,1,0,0,0,34.0,1156.0,0.0
13217,1,0,0,0,35.0,1225.0,0.0
13218,1,0,0,0,37.0,1369.0,0.0
13219,1,0,0,0,38.0,1444.0,0.0
13220,1,0,0,0,40.0,1600.0,0.0
13221,1,0,0,1,42.0,1764.0,0.0
13222,1,0,0,1,44.0,1936.0,0.0
13223,1,0,0,1,46.0,2116.0,0.0
13224,1,0,0,1,49.0,2401.0,0.0
13225,1,0,0,1,51.0,2601.0,0.0
13226,1,0,0,1,52.0,2704.0,0.0
13227,1,0,0,1,55.0,3025.0,0.0
13236,1,0,0,1,22.0,484.0,0.0
13237,1,0,0,1,23.0,529.0,0.0
13238,0,1,0,1,24.0,576.0,1.0
13239,0,1,0,1,25.0,625.0,0.0
13240,0,1,0,0,26.0,676.0,0.0
13241,0,1,0,0,27.0,729.0,0.0
13242,0,1,0,1,28.0,784.0,0.0
13243,0,0,1,1,29.0,841.0,1.0
13244,0,0,1,1,30.0,900.0,0.0
13245,0,0,1,1,31.0,961.0,0.0
13246,0,0,1,1,33.0,1089.0,0.0
13247,0,0,1,1,35.0,1225.0,1.0
13248,0,0,1,1,37.0,1369.0,0.0
13249,0,0,1,1,39.0,1521.0,0.0
13250,0,0,1,1,41.0,1681.0,0.0
13251,0,0,1,1,43.0,1849.0,0.0
13252,0,0,1,1,45.0,2025.0,0.0
13253,0,0,1,1,47.0,2209.0,0.0
13254,0,0,1,0,50.0,2500.0,0.0
13273,1,0,0,1,36.0,1296.0,0.0
13295,1,0,0,1,28.0,784.0,0.0
13296,1,0,0,1,29.0,841.0,0.0
13297,0,1,0,1,30.0,900.0,1.0
13298,0,1,0,1,31.0,961.0,0.0
13299,0,1,0,1,32.0,1024.0,0.0
13300,0,1,0,1,34.0,1156.0,0.0
13301,0,1,0,1,36.0,1296.0,0.0
13302,0,1,0,1,38.0,1444.0,0.0
13303,0,1,0,1,40.0,1600.0,0.0
13304,0,1,0,1,43.0,1849.0,0.0
13305,0,1,0,1,44.0,1936.0,0.0
13306,0,1,0,1,46.0,2116.0,0.0
13307,0,1,0,0,48.0,2304.0,0.0
13308,0,1,0,0,51.0,2601.0,0.0
13325,1,0,0,1,28.0,784.0,0.0
13326,1,0,0,1,29.0,841.0,0.0
13329,0,1,0,1,36.0,1296.0,1.0
13330,0,1,0,1,38.0,1444.0,0.0
13331,0,1,0,1,40.0,1600.0,0.0
13332,0,1,0,1,41.0,1681.0,0.0
13356,1,0,0,1,35.0,1225.0,0.0
13357,1,0,0,1,37.0,1369.0,0.0
13358,1,0,0,1,39.0,1521.0,0.0
13359,0,0,1,1,41.0,1681.0,0.0
13360,0,0,1,1,43.0,1849.0,0.0
13361,0,0,1,1,45.0,2025.0,0.0
13362,0,0,1,1,48.0,2304.0,0.0
13378,1,0,0,1,31.0,961.0,0.0
13379,1,0,0,0,32.0,1024.0,0.0
13380,1,0,0,0,33.0,1089.0,0.0
13381,1,0,0,0,35.0,1225.0,0.0
13382,1,0,0,0,37.0,1369.0,0.0
13383,1,0,0,0,39.0,1521.0,0.0
13384,1,0,0,0,41.0,1681.0,0.0
13385,1,0,0,0,44.0,1936.0,0.0
13386,1,0,0,0,45.0,2025.0,0.0
13387,1,0,0,0,47.0,2209.0,0.0
13388,1,0,0,0,49.0,2401.0,0.0
13389,1,0,0,0,52.0,2704.0,0.0
13431,1,0,0,1,29.0,841.0,0.0
13432,1,0,0,1,29.0,841.0,0.0
13433,1,0,0,1,30.0,900.0,0.0
13434,1,0,0,1,32.0,1024.0,0.0
13435,1,0,0,1,34.0,1156.0,0.0
13436,1,0,0,1,35.0,1225.0,0.0
13437,1,0,0,1,37.0,1369.0,0.0
13438,1,0,0,1,40.0,1600.0,0.0
13439,1,0,0,1,42.0,1764.0,0.0
13440,1,0,0,1,43.0,1849.0,0.0
13441,1,0,0,1,45.0,2025.0,0.0
13442,1,0,0,1,47.0,2209.0,0.0
13443,1,0,0,1,50.0,2500.0,0.0
13464,0,0,1,0,42.0,1764.0,0.0
13465,0,0,1,0,44.0,1936.0,0.0
13466,0,0,1,0,46.0,2116.0,0.0
13467,0,0,1,0,47.0,2209.0,0.0
13468,0,0,1,0,49.0,2401.0,0.0
13469,0,0,1,0,52.0,2704.0,0.0
13619,1,0,0,1,26.0,676.0,0.0
13620,1,0,0,1,27.0,729.0,0.0
13621,1,0,0,1,28.0,784.0,0.0
13622,1,0,0,1,29.0,841.0,0.0
13623,1,0,0,1,30.0,900.0,0.0
13624,1,0,0,1,32.0,1024.0,0.0
13625,1,0,0,1,34.0,1156.0,0.0
13626,0,1,0,1,36.0,1296.0,1.0
13627,0,1,0,1,38.0,1444.0,0.0
13628,0,1,0,0,39.0,1521.0,0.0
13629,0,1,0,0,42.0,1764.0,0.0
13630,0,1,0,0,44.0,1936.0,0.0
13631,0,1,0,0,46.0,2116.0,0.0
13632,0,1,0,0,49.0,2401.0,0.0
13669,1,0,0,1,24.0,576.0,0.0
13670,1,0,0,1,25.0,625.0,0.0
13672,1,0,0,1,28.0,784.0,0.0
13673,1,0,0,0,29.0,841.0,0.0
13674,1,0,0,1,30.0,900.0,0.0
13675,1,0,0,1,30.0,900.0,0.0
13676,1,0,0,1,31.0,961.0,0.0
13677,1,0,0,1,32.0,1024.0,0.0
13678,1,0,0,1,34.0,1156.0,0.0
13679,1,0,0,0,37.0,1369.0,0.0
13680,1,0,0,0,39.0,1521.0,0.0
13681,1,0,0,0,40.0,1600.0,0.0
13682,1,0,0,0,43.0,1849.0,0.0
13683,1,0,0,1,44.0,1936.0,0.0
13684,1,0,0,1,46.0,2116.0,0.0
13685,1,0,0,1,48.0,2304.0,0.0
13686,1,0,0,0,51.0,2601.0,0.0
13701,1,0,0,1,26.0,676.0,0.0
13702,1,0,0,1,27.0,729.0,0.0
13703,1,0,0,1,28.0,784.0,0.0
13704,0,1,0,1,29.0,841.0,1.0
13705,0,1,0,1,31.0,961.0,0.0
13706,0,1,0,1,33.0,1089.0,0.0
13707,0,1,0,1,35.0,1225.0,0.0
13708,0,1,0,1,37.0,1369.0,0.0
13709,0,1,0,1,40.0,1600.0,0.0
13710,0,1,0,1,41.0,1681.0,0.0
13711,0,1,0,1,43.0,1849.0,0.0
13712,0,1,0,1,45.0,2025.0,0.0
13713,0,1,0,1,48.0,2304.0,0.0
13725,1,0,0,0,28.0,784.0,0.0
13726,1,0,0,0,29.0,841.0,0.0
13727,1,0,0,0,30.0,900.0,0.0
13728,1,0,0,0,31.0,961.0,0.0
13729,1,0,0,0,32.0,1024.0,0.0
13730,0,1,0,1,33.0,1089.0,1.0
13731,0,1,0,1,34.0,1156.0,0.0
13732,1,0,0,0,36.0,1296.0,0.0
13733,1,0,0,0,38.0,1444.0,0.0
13734,1,0,0,0,40.0,1600.0,0.0
13735,1,0,0,0,42.0,1764.0,0.0
13736,1,0,0,0,44.0,1936.0,0.0
13737,1,0,0,0,46.0,2116.0,0.0
13738,1,0,0,0,48.0,2304.0,0.0
13739,1,0,0,0,49.0,2401.0,0.0
13740,1,0,0,0,52.0,2704.0,0.0
13750,1,0,0,1,26.0,676.0,0.0
13751,1,0,0,0,27.0,729.0,0.0
13752,1,0,0,0,28.0,784.0,0.0
13753,1,0,0,0,29.0,841.0,0.0
13754,1,0,0,0,30.0,900.0,0.0
13755,1,0,0,0,31.0,961.0,0.0
13756,1,0,0,0,32.0,1024.0,0.0
13757,1,0,0,0,33.0,1089.0,0.0
13758,1,0,0,0,34.0,1156.0,0.0
13759,1,0,0,0,36.0,1296.0,0.0
13760,1,0,0,0,38.0,1444.0,0.0
13761,1,0,0,0,40.0,1600.0,0.0
13762,1,0,0,0,42.0,1764.0,0.0
13824,1,0,0,1,20.0,400.0,0.0
13825,1,0,0,1,21.0,441.0,0.0
13826,0,1,0,1,22.0,484.0,1.0
13827,0,1,0,1,23.0,529.0,0.0
13828,0,1,0,1,24.0,576.0,0.0
13829,0,1,0,1,25.0,625.0,0.0
13830,0,1,0,1,26.0,676.0,0.0
13831,0,1,0,1,27.0,729.0,0.0
13832,0,1,0,1,28.0,784.0,0.0
13833,0,1,0,1,30.0,900.0,0.0
13834,0,1,0,1,31.0,961.0,0.0
13835,0,1,0,1,32.0,1024.0,0.0
13836,0,1,0,1,33.0,1089.0,0.0
13837,0,1,0,1,34.0,1156.0,0.0
13838,0,1,0,1,35.0,1225.0,0.0
13839,0,1,0,1,36.0,1296.0,0.0
13840,0,1,0,1,38.0,1444.0,0.0
13841,1,0,0,1,39.0,1521.0,0.0
13842,0,1,0,1,42.0,1764.0,1.0
13843,0,1,0,1,44.0,1936.0,0.0
13844,0,1,0,1,45.0,2025.0,0.0
13845,0,1,0,1,47.0,2209.0,0.0
13846,0,1,0,1,49.0,2401.0,0.0
13847,0,1,0,1,51.0,2601.0,0.0
13848,0,1,0,1,54.0,2916.0,0.0
13865,1,0,0,1,31.0,961.0,0.0
13866,1,0,0,1,32.0,1024.0,0.0
13867,1,0,0,1,33.0,1089.0,0.0
13868,1,0,0,1,35.0,1225.0,0.0
13869,0,0,1,1,38.0,1444.0,0.0
13870,0,0,1,1,40.0,1600.0,0.0
13871,0,0,1,1,42.0,1764.0,0.0
13872,0,0,1,1,43.0,1849.0,0.0
13873,0,0,1,1,45.0,2025.0,0.0
13874,0,0,1,1,47.0,2209.0,0.0
13875,0,0,1,1,50.0,2500.0,0.0
13898,1,0,0,1,42.0,1764.0,0.0
13899,1,0,0,1,44.0,1936.0,0.0
